Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
MA,2100907,Araioses,42.505,12.602.132,35.477.865,38.159.881,2.682.016,296.49,834.68,897.77,,
MA,2100956,Arame,31.702,7.794.034,13.826.799,19.255.521,5.428.722,245.85,436.15,607.39,,
MA,2101004,Arari,28.488,7.794.034,13.826.799,19.255.521,5.428.722,273.59,485.36,675.92,,
MA,2101103,Axixá,11.407,7.214.394,9.918.529,15.733.485,5.814.956,632.45,869.51,1379.28,,
MA,2101202,Bacabal,100.014,21.003.553,81.504.786,94.985.782,13.480.996,210.01,814.93,949.72,,
MA,2101251,Bacabeira,14.925,7.001.184,21.983.953,28.659.411,6.675.458,469.09,1472.96,1920.23,,
MA,2101301,Bacuri,16.604,7.794.034,13.826.799,19.255.521,5.428.722,469.41,832.74,1159.69,,
MA,2101350,Bacurituba,5.293,4.231.998,6.669.265,9.163.943,2.494.678,799.55,1260.02,1731.33,,
MA,2101400,Balsas,83.528,7.794.034,13.826.799,19.255.521,5.428.722,93.31,165.53,230.53,,
MA,2101509,Barão de Grajaú,17.841,8.401.421,14.335.257,18.268.986,3.933.729,470.91,803.50,1023.99,,
MA,2101608,Barra do Corda,82.830,18.203.079,67.787.414,77.529.269,9.741.855,219.76,818.39,936.00,,
MA,2101707,Barreirinhas,54.930,14.002.368,40.458.474,55.583.600,15.125.126,254.91,736.55,1011.90,,
MA,2101731,Belágua,6.524,4.234.665,7.139.956,10.738.083,3.598.127,649.09,1094.41,1645.94,,
MA,2101772,Bela Vista do Maranhão,12.049,4.936.780,18.474.476,14.895.393,-3.579.083,409.73,1533.28,1236.23,,
MA,2101806,Benedito Leite,5.469,4.201.484,6.293.343,8.644.823,2.351.480,768.24,1150.73,1580.70,,
MA,2101905,Bequimão,20.344,8.401.421,17.138.724,22.174.388,5.035.664,412.97,842.45,1089.97,,
MA,2101939,Bernardo do Mearim,5.996,4.200.711,6.043.073,8.249.930,2.206.857,700.59,1007.85,1375.91,,
MA,2101970,Boa Vista do Gurupi,7.949,4.200.711,10.000.772,10.126.994,126.222,528.46,1258.12,1274.00,,
MA,2102002,Bom Jardim,39.049,12.602.132,37.986.106,43.429.462,5.443.356,322.73,972.78,1112.18,,
MA,2102036,Bom Jesus das Selvas,28.459,9.801.658,24.271.368,29.791.260,5.519.892,344.41,852.85,1046.81,,
MA,2102077,Bom Lugar,14.818,5.600.947,13.960.604,15.700.500,1.739.896,377.98,942.14,1059.56,,
MA,2102101,Brejo,33.359,11.201.895,26.108.809,34.410.346,8.301.537,335.80,782.66,1031.52,,
MA,2102150,Brejo de Areia,5.577,7.794.034,13.826.799,19.255.521,5.428.722,1397.53,2479.25,3452.67,,
MA,2102200,Buriti,27.013,9.801.658,26.674.720,33.667.295,6.992.575,362.85,987.48,1246.34,,
MA,2102309,Buriti Bravo,22.899,8.401.421,18.243.315,23.148.957,4.905.642,366.89,796.69,1010.92,,
MA,2102325,Buriticupu,65.237,16.802.842,48.062.746,57.019.006,8.956.260,257.57,736.74,874.03,,
MA,2102358,Buritirana,14.784,7.001.184,11.920.724,16.585.591,4.664.867,473.56,806.33,1121.86,,
MA,2102374,Cachoeira Grande,8.446,4.200.711,7.649.668,12.789.036,5.139.368,497.36,905.71,1514.21,,
MA,2102408,Cajapió,10.593,7.794.034,13.826.799,19.255.521,5.428.722,735.77,1305.28,1817.76,,
MA,2102507,Cajari,18.338,5.665.234,15.017.838,18.565.123,3.547.285,308.93,818.95,1012.39,,
MA,2102556,Campestre do Maranhão,13.369,7.794.034,13.826.799,19.255.521,5.428.722,582.99,1034.24,1440.31,,
MA,2102606,Cândido Mendes,18.505,8.394.105,12.419.266,20.923.217,8.503.951,453.61,671.13,1130.68,,
MA,2102705,Cantanhede,20.448,8.401.421,17.241.324,28.854.809,11.613.485,410.87,843.18,1411.13,,
MA,2102754,Capinzal do Norte,10.698,5.900.947,14.919.054,15.963.717,1.044.663,551.59,1394.56,1492.22,,
MA,2102804,Carolina,23.959,9.803.124,19.907.937,30.669.921,10.761.984,409.16,830.92,1280.10,,
MA,2102903,Carutapera,22.006,8.432.547,23.873.462,27.599.218,3.725.756,383.19,1084.86,1254.17,,
MA,2103000,Caxias,155.129,54.731.024,164.866.742,214.132.057,49.265.315,352.81,1062.77,1380.35,,
MA,2103109,Cedral,10.297,7.794.034,13.826.799,19.255.521,5.428.722,756.92,1342.80,1870.01,,
MA,2103125,Central do Maranhão,7.887,4.200.711,8.038.110,11.901.185,3.863.075,532.61,1019.16,1508.96,,
MA,2103158,Centro do Guilherme,12.565,4.200.711,10.860.510,12.874.218,2.013.708,334.32,864.35,1024.61,,
MA,2103174,Centro Novo do Maranhão,17.622,7.001.184,14.821.601,22.098.718,7.277.117,397.30,841.09,1254.04,,
MA,2103208,Chapadinha,73.350,16.802.842,72.469.974,72.719.370,249.396,229.08,988.00,991.40,,
MA,2103257,Cidelândia,13.681,5.600.947,16.771.716,17.506.184,734.468,409.40,1225.91,1279.60,,
MA,2103307,Codó,118.038,22.403.789,86.873.200,120.484.914,33.611.714,189.80,735.98,1020.73,,
MA,2103406,Coelho Neto,46.750,14.002.368,61.893.613,47.746.474,-14.147.139,299.52,1323.93,1021.31,,
MA,2103505,Colinas,39.132,11.201.895,27.220.259,37.398.286,10.178.027,286.26,695.60,955.70,,
MA,2103554,Conceição do Lago-Açu,14.436,7.794.034,13.826.799,19.255.521,5.428.722,539.90,957.80,1333.85,,
MA,2103604,Coroatá,61.725,16.802.842,55.543.472,66.707.183,11.163.711,272.22,899.85,1080.72,,
MA,2103703,Cururupu,32.652,11.546.534,26.655.230,37.603.038,10.947.808,353.62,816.34,1151.63,,
MA,2103752,Davinópolis,12.579,5.600.947,12.431.578,13.663.210,1.231.632,445.26,988.28,1086.19,,
MA,2103802,Dom Pedro,22.681,8.401.421,19.472.039,24.250.861,4.778.822,370.42,858.52,1069.21,,
MA,2103901,Duque Bacelar,10.649,5.567.732,15.740.412,14.286.860,-1.453.552,522.84,1478.11,1341.62,,
MA,2104008,Esperantinópolis,18.452,8.401.421,11.543.850,22.288.375,10.744.525,455.31,625.62,1207.91,,
MA,2104057,Estreito,35.835,9.801.659,36.771.136,44.270.455,7.499.319,273.52,1026.12,1235.40,,
MA,2104073,Feira Nova do Maranhão,8.126,4.200.711,6.171.253,10.431.386,4.260.133,516.95,759.45,1283.70,,
MA,2104081,Fernando Falcão,9.241,4.200.711,9.553.402,14.528.557,4.975.155,454.57,1033.81,1572.18,,
MA,2104099,Formosa da Serra Negra,17.757,8.401.540,22.415.359,18.204.721,-4.210.638,473.14,1262.34,1025.21,,
MA,2104107,Fortaleza dos Nogueiras,11.646,5.600.947,9.270.329,13.933.647,4.663.318,480.93,796.01,1196.43,,
MA,2104206,Fortuna,15.098,7.001.184,14.010.324,18.152.859,4.142.535,463.72,927.96,1202.34,,
MA,2104305,Godofredo Viana,10.635,5.600.947,8.370.809,10.847.359,2.476.550,526.65,787.10,1019.97,,
MA,2104404,Gonçalves Dias,17.482,7.760.937,10.369.041,17.883.972,7.514.931,443.94,593.13,1022.99,,
MA,2104503,Governador Archer,10.205,4.841.194,8.268.668,13.071.754,4.803.086,474.39,810.26,1280.92,,
MA,2104552,Governador Edison Lobão,15.895,7.001.184,14.069.076,17.099.622,3.030.546,440.46,885.13,1075.79,,
MA,2104602,Governador Eugênio Barros,15.991,7.001.184,10.486.202,19.119.510,8.633.308,437.82,655.76,1195.64,,
MA,2104628,Governador Luiz Rocha,7.337,7.794.034,13.826.799,19.255.521,5.428.722,1062.29,1884.53,2624.44,,
MA,2104651,Governador Newton Bello,11.921,5.600.947,11.024.340,14.533.669,3.509.329,469.84,924.78,1219.17,,
MA,2104677,Governador Nunes Freire,25.401,9.801.658,26.947.377,34.230.612,7.283.235,385.88,1060.88,1347.61,,
MA,2104701,Graça Aranha,6.140,4.200.711,5.543.226,8.588.218,3.044.992,684.15,902.81,1398.73,,
MA,2104800,Grajaú,62.093,15.402.635,45.129.234,64.297.017,19.167.783,248.06,726.80,1035.50,,
MA,2104909,Guimarães,12.081,5.600.947,11.497.054,14.326.776,2.829.722,463.62,951.66,1185.89,,
MA,2105005,Humberto de Campos,26.189,9.904.818,24.094.781,33.857.119,9.762.338,378.21,920.03,1292.80,,
MA,2105104,Icatu,25.145,9.801.658,21.828.223,29.272.617,7.444.394,389.81,868.09,1164.15,,
MA,2105153,Igarapé do Meio,12.550,5.600.947,15.017.486,17.657.070,2.639.584,446.29,1196.61,1406.94,,
MA,2105203,Igarapé Grande,11.041,5.600.947,13.852.254,14.329.708,477.454,507.29,1254.62,1297.86,,
MA,2105302,Imperatriz,247.505,56.131.261,207.436.228,301.201.786,93.765.558,226.79,838.11,1216.95,,
MA,2105351,Itaipava do Grajaú,14.297,7.794.034,13.826.799,19.255.521,5.428.722,545.15,967.11,1346.82,,
MA,2105401,Itapecuru Mirim,62.110,15.402.605,44.284.702,61.891.164,17.606.462,247.99,713.00,996.48,,
MA,2105427,Itinga do Maranhão,24.863,9.801.658,27.235.223,29.650.055,2.414.832,394.23,1095.41,1192.54,,
MA,2105450,Jatobá,8.526,4.200.711,9.897.306,12.636.753,2.739.447,492.69,1160.84,1482.14,,
MA,2105476,Jenipapo dos Vieiras,15.440,7.794.034,13.826.799,19.255.521,5.428.722,504.79,895.52,1247.12,,
MA,2105500,João Lisboa,20.381,8.401.421,28.485.692,33.128.057,4.642.365,412.22,1397.66,1625.44,,
MA,2105609,Joselândia,15.433,7.001.184,11.777.570,18.645.818,6.868.248,453.65,763.14,1208.18,,
MA,2105658,Junco do Maranhão,4.020,4.200.711,7.550.981,10.138.494,2.587.513,1044.95,1878.35,2522.01,,
MA,2105708,Lago da Pedra,46.083,13.423.165,35.657.160,45.323.589,9.666.429,291.28,773.76,983.52,,
MA,2105807,Lago do Junco,10.729,4.200.716,11.562.465,12.800.465,1.238.000,391.53,1077.68,1193.07,,
MA,2105906,Lago Verde,15.412,3.827.102,6.853.323,9.256.587,2.403.264,248.32,444.67,600.61,,
MA,2105922,Lagoa do Mato,10.934,5.600.947,18.006.137,13.487.626,-4.518.511,512.25,1646.80,1233.55,,
MA,2105948,Lago dos Rodrigues,7.794,4.200.711,9.344.520,11.213.060,1.868.540,538.97,1198.94,1438.68,,
MA,2105963,Lagoa Grande do Maranhão,10.517,4.200.711,8.424.537,13.084.264,4.659.727,399.42,801.04,1244.11,,
MA,2105989,Lajeado Novo,6.923,4.200.711,10.780.757,11.658.261,877.504,606.78,1557.24,1683.99,,
MA,2106003,Lima Campos,11.423,5.600.947,9.609.243,13.423.576,3.814.333,490.32,841.22,1175.14,,
MA,2106102,Loreto,11.390,5.600.947,13.323.198,14.333.770,1.010.572,491.74,1169.73,1258.45,,
MA,2106201,Luís Domingues,6.510,4.200.711,7.341.084,8.975.011,1.633.927,645.27,1127.66,1378.65,,
MA,2106300,Magalhães de Almeida,17.587,7.001.184,19.688.528,21.505.554,1.817.026,398.09,1119.49,1222.81,,
MA,2106326,Maracaçumé,19.155,7.957.480,16.598.402,23.990.178,7.391.776,415.43,866.53,1252.42,,
MA,2106359,Marajá do Sena,8.051,4.202.741,9.025.728,11.227.423,2.201.695,522.01,1121.07,1394.54,,
MA,2106375,Maranhãozinho,14.065,5.600.947,12.985.293,15.961.447,2.976.154,398.22,923.23,1134.83,,
MA,2106409,Mata Roma,15.150,7.001.184,18.731.970,23.120.999,4.389.029,462.12,1236.43,1526.14,,
MA,2106508,Matinha,21.885,8.401.421,19.267.593,23.618.244,4.350.651,383.89,880.40,1079.20,,
MA,2106607,Matões,31.015,9.801.658,24.209.394,32.310.217,8.100.823,316.03,780.57,1041.76,,
MA,2106631,Matões do Norte,13.794,5.600.947,10.622.419,18.092.671,7.470.252,406.04,770.08,1311.63,,
MA,2106672,Milagres do Maranhão,8.118,4.200.711,6.285.532,10.171.721,3.886.189,517.46,774.27,1252.98,,
MA,2106706,Mirador,20.452,8.401.421,14.392.391,19.863.746,5.471.355,410.79,703.72,971.24,,
MA,2106755,Miranda do Norte,24.427,8.401.421,22.833.228,26.508.718,3.675.490,343.94,934.75,1085.22,,
MA,2106805,Mirinzal,14.218,7.001.184,16.887.869,18.541.164,1.653.295,492.42,1187.78,1304.06,,
MA,2106904,Monção,31.738,11.073.258,23.590.452,28.783.963,5.193.511,348.90,743.29,906.92,,
MA,2107001,Montes Altos,9.413,4.176.756,11.036.183,12.802.660,1.766.477,443.72,1172.44,1360.10,,
MA,2107100,Morros,17.783,8.401.615,15.256.342,22.211.375,6.955.033,472.45,857.92,1249.02,,
MA,2107209,Nina Rodrigues,12.464,5.600.947,8.893.047,14.333.098,5.440.051,449.37,713.50,1149.96,,
MA,2107258,Nova Colinas,4.885,4.200.711,7.918.392,9.005.387,1.086.995,859.92,1620.96,1843.48,,
MA,2107308,Nova Iorque,4.590,7.794.034,13.826.799,19.255.521,5.428.722,1698.05,3012.37,4195.10,,
MA,2107357,Nova Olinda do Maranhão,19.134,8.401.421,22.279.353,21.426.742,-852.611,439.08,1164.39,1119.83,,
MA,2107407,Olho d'Água das Cunhãs,18.601,8.475.711,14.821.802,21.667.716,6.845.914,455.66,796.83,1164.87,,
MA,2107456,Olinda Nova do Maranhão,13.181,5.552.183,14.641.141,15.481.920,840.779,421.23,1110.78,1174.56,,
MA,2107506,Paço do Lumiar,105.121,21.925.342,41.924.753,66.990.338,25.065.585,208.57,398.82,637.27,,
MA,2107605,Palmeirândia,18.764,8.401.421,14.712.480,22.948.540,8.236.060,447.74,784.08,1223.01,,
MA,2107704,Paraibano,20.103,8.401.421,16.521.461,21.797.195,5.275.734,417.92,821.84,1084.28,,
MA,2107803,Parnarama,34.586,11.201.895,27.708.920,41.533.444,13.824.524,323.89,801.16,1200.87,,
MA,2107902,Passagem Franca,17.562,8.401.421,16.233.957,26.334.552,10.100.595,478.39,924.38,1499.52,,
MA,2108009,Pastos Bons,18.067,7.794.034,13.826.799,19.255.521,5.428.722,431.40,765.31,1065.78,,
MA,2108058,Paulino Neves,14.519,5.600.947,14.918.722,19.300.074,4.381.352,385.77,1027.53,1329.30,,
MA,2108108,Paulo Ramos,20.079,7.001.184,17.539.908,23.326.972,5.787.064,348.68,873.54,1161.76,,
MA,2108207,Pedreiras,39.448,12.602.132,27.047.752,44.305.578,17.257.826,319.46,685.66,1123.14,,
MA,2108256,Pedro do Rosário,22.732,8.401.421,22.055.521,27.517.668,5.462.147,369.59,970.24,1210.53,,
MA,2108306,Penalva,34.267,11.464.662,4.646.728,14.419.388,9.772.660,334.57,135.60,420.80,,
MA,2108405,Peri Mirim,13.803,5.600.947,9.045.531,13.987.016,4.941.485,405.78,655.33,1013.33,,
MA,2108454,Peritoró,21.201,8.457.711,24.932.033,25.741.312,809.279,398.93,1175.98,1214.16,,
MA,2108504,Pindaré-Mirim,31.152,11.201.895,36.104.903,47.852.958,11.748.055,359.59,1158.99,1536.11,,
MA,2108603,Pinheiro,78.162,18.203.079,63.233.572,76.628.622,13.395.050,232.89,809.01,980.38,,
MA,2108702,Pio XII,22.016,8.566.067,19.552.046,28.658.409,9.106.363,389.08,888.08,1301.71,,
MA,2108801,Pirapemas,17.381,6.998.532,13.506.937,23.078.701,9.571.764,402.65,777.11,1327.81,,
MA,2108900,Poção de Pedras,19.708,7.580.387,21.704.006,24.745.441,3.041.435,384.64,1101.28,1255.60,,
MA,2109007,Porto Franco,21.530,8.165.557,23.713.947,34.471.896,10.757.949,379.26,1101.44,1601.11,,
MA,2109056,Porto Rico do Maranhão,6.030,7.794.034,13.826.799,19.255.521,5.428.722,1292.54,2293.00,3193.29,,
MA,2109106,Presidente Dutra,44.731,12.602.132,25.331.928,38.712.819,13.380.891,281.73,566.32,865.46,,
MA,2109205,Presidente Juscelino,11.541,5.592.050,12.971.345,14.548.799,1.577.454,484.54,1123.94,1260.62,,
MA,2109239,Presidente Médici,6.374,4.200.711,8.765.655,9.963.165,1.197.510,659.04,1375.22,1563.09,,
MA,2109270,Presidente Sarney,17.165,7.001.184,19.797.448,20.387.600,590.152,407.88,1153.36,1187.74,,
MA,2109304,Presidente Vargas,10.717,7.794.034,13.826.799,19.255.521,5.428.722,727.26,1290.17,1796.73,,
MA,2109403,Primeira Cruz,13.954,5.600.947,10.224.501,14.308.868,4.084.367,401.39,732.73,1025.43,,
MA,2109452,Raposa,26.327,9.801.658,17.509.865,28.695.813,11.185.948,372.30,665.09,1089.98,,
MA,2109502,Riachão,20.209,8.401.421,18.384.953,26.864.090,8.479.137,415.73,909.74,1329.31,,
MA,2109551,Ribamar Fiquene,7.318,4.200.711,6.147.568,10.682.063,4.534.495,574.02,840.06,1459.70,,
MA,2109601,Rosário,39.576,7.794.034,13.826.799,19.255.521,5.428.722,196.94,349.37,486.55,,
MA,2109700,Sambaíba,5.487,4.204.669,8.799.760,12.504.445,3.704.685,766.30,1603.75,2278.92,,
MA,2109759,Santa Filomena do Maranhão,7.061,4.200.711,7.877.664,9.839.434,1.961.770,594.92,1115.66,1393.49,,
MA,2109809,Santa Helena,39.110,11.201.895,35.182.811,37.366.660,2.183.849,286.42,899.59,955.42,,
MA,2109908,Santa Inês,77.282,19.024.113,63.661.002,79.694.716,16.033.714,246.16,823.75,1031.22,,
MA,2110005,Santa Luzia,74.043,18.203.079,47.537.467,71.999.008,24.461.541,245.84,642.03,972.39,,
MA,2110039,Santa Luzia do Paruá,22.644,8.409.563,23.497.368,29.176.628,5.679.260,371.38,1037.69,1288.49,,
MA,2110104,Santa Quitéria do Maranhão,29.191,9.801.658,28.873.057,34.551.371,5.678.314,335.78,989.11,1183.63,,
MA,2110203,Santa Rita,32.366,11.201.895,24.380.005,32.463.750,8.083.745,346.10,753.26,1003.02,,
MA,2110237,Santana do Maranhão,11.661,5.600.947,9.217.436,13.665.470,4.448.034,480.31,790.45,1171.90,,
MA,2110278,Santo Amaro do Maranhão,13.820,7.794.034,13.826.799,19.255.521,5.428.722,563.97,1000.49,1393.31,,
MA,2110302,Santo Antônio dos Lopes,14.288,7.001.250,14.226.242,20.450.995,6.224.753,490.01,995.68,1431.34,,
MA,2110401,São Benedito do Rio Preto,17.799,8.401.421,16.604.418,22.454.833,5.850.415,472.02,932.88,1261.58,,
MA,2110500,São Bento,40.736,12.602.132,34.964.765,39.494.388,4.529.623,309.36,858.33,969.52,,
MA,2110609,São Bernardo,26.476,7.794.034,13.826.799,19.255.521,5.428.722,294.38,522.24,727.28,,
MA,2110658,São Domingos do Azeitão,6.983,7.794.034,13.826.799,19.255.521,5.428.722,1116.14,1980.07,2757.49,,
MA,2110708,São Domingos do Maranhão,33.607,9.150.847,32.047.824,34.560.633,2.512.809,272.29,953.61,1028.38,,
MA,2110807,São Félix de Balsas,4.702,4.024.957,10.551.506,8.797.686,-1.753.820,856.01,2244.05,1871.05,,
MA,2110856,São Francisco do Brejão,10.261,4.200.711,8.295.705,11.046.186,2.750.481,409.39,808.47,1076.52,,
MA,2110906,São Francisco do Maranhão,12.146,3.234.630,4.056.897,6.509.854,2.452.957,266.31,334.01,535.97,,
MA,2111003,São João Batista,19.920,4.709.236,8.091.577,12.888.290,4.796.713,236.41,406.20,647.00,,
MA,2111029,São João do Carú,12.309,5.600.947,15.607.137,19.761.646,4.154.509,455.03,1267.95,1605.46,,
MA,2111052,São João do Paraíso,10.814,7.794.034,13.826.799,19.255.521,5.428.722,720.74,1278.60,1780.61,,
MA,2111078,São João do Soter,17.238,8.401.421,22.564.808,21.414.566,-1.150.242,487.38,1309.02,1242.29,,
MA,2111102,São João dos Patos,24.928,9.801.658,22.723.529,27.689.420,4.965.891,393.20,911.57,1110.78,,
MA,2111201,São José de Ribamar,163.045,54.731.024,101.102.537,136.314.178,35.211.641,335.68,620.09,836.05,,
MA,2111250,São José dos Basílios,7.496,4.200.711,8.881.841,9.699.289,817.448,560.39,1184.88,1293.93,,
MA,2111300,São Luís,1.014.837,274.404.974,1.150.349.664,1.548.867.671,398.518.007,270.39,1133.53,1526.22,,
MA,2111409,São Luís Gonzaga do Maranhão,20.153,8.401.421,22.911.766,25.178.037,2.266.271,416.88,1136.89,1249.34,,
MA,2111508,São Mateus do Maranhão,39.093,12.713.566,26.097.765,38.491.991,12.394.226,325.21,667.58,984.63,,
MA,2111532,São Pedro da Água Branca,12.028,5.600.947,15.510.444,17.487.606,1.977.162,465.66,1289.53,1453.91,,
MA,2111573,São Pedro dos Crentes,4.425,4.200.711,7.936.951,8.678.393,741.442,949.31,1793.66,1961.22,,
MA,2111607,São Raimundo das Mangabeiras,17.474,7.001.184,17.766.219,23.871.979,6.105.760,400.66,1016.72,1366.14,,
MA,2111631,São Raimundo do Doca Bezerra,6.090,4.200.711,7.683.085,9.969.296,2.286.211,689.77,1261.59,1636.99,,
MA,2111672,São Roberto,5.957,4.227.897,7.440.697,9.398.173,1.957.476,709.74,1249.07,1577.67,,
MA,2111706,São Vicente Ferrer,20.863,7.794.034,13.826.799,19.255.521,5.428.722,373.58,662.74,922.95,,
MA,2111722,Satubinha,11.990,7.794.034,13.826.799,19.255.521,5.428.722,650.04,1153.19,1605.97,,
MA,2111748,Senador Alexandre Costa,10.256,4.200.711,11.848.808,12.186.158,337.350,409.59,1155.30,1188.20,,
MA,2111763,Senador La Rocque,17.998,8.401.421,23.271.182,24.065.649,794.467,466.80,1292.99,1337.13,,
MA,2111789,Serrano do Maranhão,10.940,7.794.034,13.826.799,19.255.521,5.428.722,712.43,1263.88,1760.10,,
MA,2111805,Sítio Novo,17.002,6.919.921,21.293.710,20.140.507,-1.153.203,407.01,1252.42,1184.60,,
MA,2111904,Sucupira do Norte,10.444,7.794.034,13.826.799,19.255.521,5.428.722,746.27,1323.90,1843.69,,
MA,2111953,Sucupira do Riachão,4.613,4.200.711,9.051.610,8.481.754,-569.856,910.62,1962.20,1838.66,,
MA,2112001,Tasso Fragoso,7.796,4.200.711,13.316.446,17.502.680,4.186.234,538.83,1708.11,2245.08,,
MA,2112100,Timbiras,27.997,9.801.658,19.796.605,25.958.075,6.161.470,350.10,707.10,927.17,,
MA,2112209,Timon,155.460,54.731.024,170.135.928,174.335.392,4.199.464,352.06,1094.40,1121.42,,
MA,2112233,Trizidela do Vale,18.953,8.401.421,16.462.465,21.475.329,5.012.864,443.28,868.59,1133.08,,
MA,2112274,Tufilândia,5.596,4.200.711,7.472.783,9.989.178,2.516.395,750.66,1335.38,1785.06,,
MA,2112308,Tuntum,39.183,12.602.132,35.635.607,41.952.647,6.317.040,321.62,909.47,1070.68,,
MA,2112407,Turiaçu,33.933,11.201.895,31.911.893,38.227.185,6.315.292,330.12,940.44,1126.55,,
MA,2112456,Turilândia,22.846,8.465.573,20.158.612,23.734.431,3.575.819,370.55,882.37,1038.89,,
MA,2112506,Tutóia,52.788,7.794.034,13.826.799,19.255.521,5.428.722,147.65,261.93,364.77,,
MA,2112605,Urbano Santos,24.573,8.401.421,17.036.445,26.294.731,9.258.286,341.90,693.30,1070.07,,
MA,2112704,Vargem Grande,49.412,14.002.368,33.835.883,54.122.499,20.286.616,283.38,684.77,1095.33,,
MA,2112803,Viana,49.496,14.002.368,22.970.095,47.060.384,24.090.289,282.90,464.08,950.79,,
MA,2112852,Vila Nova dos Martírios,11.258,4.200.711,15.677.818,11.644.909,-4.032.909,373.13,1392.59,1034.37,,
MA,2112902,Vitória do Mearim,31.217,7.794.034,13.826.799,19.255.521,5.428.722,249.67,442.93,616.83,,
MA,2113009,Vitorino Freire,31.658,11.201.895,22.199.768,34.255.294,12.055.526,353.84,701.24,1082.04,,
MA,2114007,Zé Doca,50.173,14.002.368,42.658.399,50.797.060,8.138.661,279.08,850.23,1012.44,,
PB,2500106,Água Branca,9.449,4.682.740,8.783.402,11.570.095,2.786.693,495.58,929.56,1224.48,,
PB,2500205,Aguiar,5.530,4.682.740,7.012.136,8.805.656,1.793.520,846.79,1268.02,1592.34,,
PB,2500304,Alagoa Grande,28.479,10.926.393,16.447.318,23.610.578,7.163.260,383.66,577.52,829.05,,
PB,2500403,Alagoa Nova,19.681,9.344.861,18.492.391,21.999.141,3.506.750,474.82,939.61,1117.79,,
PB,2500502,Alagoinha,13.576,6.243.653,9.024.075,14.467.432,5.443.357,459.90,664.71,1065.66,,
PB,2500536,Alcantil,5.239,4.682.740,6.158.849,8.497.452,2.338.603,893.82,1175.58,1621.96,,
PB,2500577,Algodão de Jandaíra,2.366,7.794.034,13.826.799,19.255.521,5.428.722,3294.18,5843.96,8138.43,,
PB,2500601,Alhandra,18.007,7.794.034,13.826.799,19.255.521,5.428.722,432.83,767.86,1069.34,,
PB,2500700,São João do Rio do Peixe,18.201,9.365.480,15.207.749,19.764.082,4.556.333,514.56,835.54,1085.88,,
PB,2500734,Amparo,2.088,4.682.740,4.418.331,6.842.600,2.424.269,2242.69,2116.06,3277.11,,
PB,2500775,Aparecida,7.676,4.682.740,6.740.682,9.282.258,2.541.576,610.05,878.15,1209.26,,
PB,2500809,Araçagi,17.224,9.365.480,14.582.277,20.325.303,5.743.026,543.75,846.63,1180.06,,
PB,2500908,Arara,12.653,6.243.653,13.040.163,13.458.926,418.763,493.45,1030.60,1063.69,,
PB,2501005,Araruna,18.879,9.365.480,15.321.038,23.102.990,7.781.952,496.08,811.54,1223.74,,
PB,2501104,Areia,23.829,10.926.393,18.479.050,23.328.079,4.849.029,458.53,775.49,978.98,,
PB,2501153,Areia de Baraúnas,1.927,4.682.740,3.655.989,6.811.701,3.155.712,2430.07,1897.24,3534.87,,
PB,2501203,Areial,6.470,4.682.740,6.303.826,8.932.539,2.628.713,723.76,974.32,1380.61,,
PB,2501302,Aroeiras,19.082,9.365.480,17.117.948,22.421.593,5.303.645,490.80,897.07,1175.01,,
PB,2501351,Assunção,3.522,4.682.740,5.748.152,7.654.318,1.906.166,1329.57,1632.07,2173.29,,
PB,2501401,Baía da Traição,8.012,4.682.740,9.511.727,12.197.513,2.685.786,584.47,1187.19,1522.41,,
PB,2501500,Bananeiras,21.851,9.365.480,19.349.314,27.029.152,7.679.838,428.61,885.51,1236.98,,
PB,2501534,Baraúna,4.220,4.682.740,6.009.984,8.160.498,2.150.514,1109.65,1424.17,1933.77,,
PB,2501575,Barra de Santana,8.206,4.682.740,8.552.180,11.064.900,2.512.720,570.65,1042.19,1348.39,,
PB,2501609,Barra de Santa Rosa,14.157,7.794.034,13.826.799,19.255.521,5.428.722,550.54,976.68,1360.14,,
PB,2501708,Barra de São Miguel,5.611,4.682.740,6.776.361,8.819.656,2.043.295,834.56,1207.69,1571.85,,
PB,2501807,Bayeux,99.716,7.794.034,13.826.799,19.255.521,5.428.722,78.16,138.66,193.10,,
PB,2501906,Belém,17.093,9.365.480,8.619.303,16.304.540,7.685.237,547.91,504.26,953.87,,
PB,2502003,Belém do Brejo do Cruz,7.143,4.682.740,5.508.027,8.995.416,3.487.389,655.57,771.11,1259.33,,
PB,2502052,Bernardino Batista,3.075,4.682.740,4.887.937,8.096.251,3.208.314,1522.84,1589.57,2632.93,,
PB,2502102,Boa Ventura,5.751,4.682.740,6.062.497,9.364.316,3.301.819,814.25,1054.16,1628.29,,
PB,2502151,Boa Vista,6.227,4.682.740,8.524.020,13.618.912,5.094.892,752.01,1368.88,2187.07,,
PB,2502201,Bom Jesus,2.400,7.794.034,13.826.799,19.255.521,5.428.722,3247.51,5761.17,8023.13,,
PB,2502300,Bom Sucesso,5.035,4.682.740,5.847.914,7.747.665,1.899.751,930.04,1161.45,1538.76,,
PB,2502409,Bonito de Santa Fé,10.804,6.243.653,10.379.949,12.528.368,2.148.419,577.90,960.75,1159.60,,
PB,2502508,Boqueirão,16.888,7.804.567,15.156.298,19.433.861,4.277.563,462.14,897.46,1150.75,,
