Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
PE,2604809,Cortês,12.452,6.615.652,18.850.492,23.162.656,4.312.164,531.29,1513.85,1860.16,,
PE,2604908,Cumaru,17.183,12.648.430,22.067.381,23.863.017,1.795.636,736.10,1284.26,1388.76,,
PE,2605004,Cupira,23.390,10.010.184,24.203.370,26.182.082,1.978.712,427.97,1034.77,1119.37,,
PE,2605103,Custódia,33.855,13.346.387,38.728.362,52.342.549,13.614.187,394.22,1143.95,1546.08,,
PE,2605152,Dormentes,16.917,8.351.549,16.107.293,23.044.253,6.936.960,493.68,952.14,1362.20,,
PE,2605202,Escada,63.517,20.019.581,52.264.480,64.557.537,12.293.057,315.18,822.84,1016.38,,
PE,2605301,Exu,31.636,13.346.387,30.468.318,38.033.017,7.564.699,421.87,963.09,1202.21,,
PE,2605400,Feira Nova,20.571,10.009.791,16.407.516,22.893.958,6.486.442,486.60,797.60,1112.92,,
PE,2605459,Fernando de Noronha,2.630,7.794.034,13.826.799,19.255.521,5.428.722,2963.51,5257.34,7321.49,,
PE,2605509,Ferreiros,11.430,6.686.049,7.145.471,13.208.735,6.063.264,584.96,625.15,1155.62,,
PE,2605608,Flores,22.169,11.678.089,19.982.387,27.771.994,7.789.607,526.78,901.37,1252.74,,
PE,2605707,Floresta,29.285,11.678.089,35.367.666,50.381.709,15.014.043,398.77,1207.71,1720.39,,
PE,2605806,Frei Miguelinho,14.293,8.341.492,12.977.545,16.676.838,3.699.293,583.61,907.97,1166.78,,
PE,2605905,Gameleira,27.912,11.678.089,18.800.041,27.745.105,8.945.064,418.39,673.55,994.02,,
PE,2606002,Garanhuns,129.408,30.029.372,94.881.020,135.656.466,40.775.446,232.05,733.19,1048.29,,
PE,2606101,Glória do Goitá,29.019,11.678.089,19.689.494,27.741.668,8.052.174,402.43,678.50,955.98,,
PE,2606200,Goiana,75.644,21.972.199,77.014.820,99.885.877,22.871.057,290.47,1018.12,1320.47,,
PE,2606309,Granito,6.855,5.004.895,10.591.573,13.813.006,3.221.433,730.11,1545.09,2015.03,,
PE,2606408,Gravatá,76.458,21.687.880,49.096.236,80.026.805,30.930.569,283.66,642.13,1046.68,,
PE,2606507,Iati,18.360,10.009.791,24.459.205,27.805.286,3.346.081,545.20,1332.20,1514.45,,
PE,2606606,Ibimirim,26.954,11.678.089,23.178.484,30.973.113,7.794.629,433.26,859.93,1149.11,,
PE,2606705,Ibirajuba,7.534,5.004.895,9.158.607,12.447.883,3.289.276,664.31,1215.64,1652.23,,
PE,2606804,Igarassu,102.021,25.024.476,63.396.861,107.998.817,44.601.956,245.29,621.41,1058.59,,
PE,2606903,Iguaraci,11.779,6.679.783,10.742.323,14.839.434,4.097.111,567.09,911.99,1259.82,,
PE,2607000,Inajá,19.081,8.341.493,13.572.701,19.792.293,6.219.592,437.16,711.32,1037.28,,
PE,2607109,Ingazeira,4.496,5.004.895,6.981.722,10.226.204,3.244.482,1113.19,1552.87,2274.51,,
PE,2607208,Ipojuca,80.637,21.687.880,224.863.493,361.974.448,137.110.955,268.96,2788.59,4488.94,,
PE,2607307,Ipubi,28.120,7.794.034,13.826.799,19.255.521,5.428.722,277.17,491.71,684.76,,
PE,2607406,Itacuruba,4.369,5.004.895,12.716.744,21.071.775,8.355.031,1145.55,2910.68,4823.02,,
PE,2607505,Itaíba,26.256,11.678.089,23.542.183,32.740.057,9.197.874,444.78,896.64,1246.96,,
PE,2607604,Itamaracá,21.884,10.009.791,15.739.330,30.587.481,14.848.151,457.40,719.22,1397.71,,
PE,2607653,Itambé,35.398,13.346.387,27.209.164,36.078.007,8.868.843,377.04,768.66,1019.21,,
PE,2607703,Itapetim,13.881,8.341.492,14.110.588,18.389.522,4.278.934,600.93,1016.54,1324.80,,
PE,2607752,Itapissuma,23.769,11.678.089,22.077.197,42.814.825,20.737.628,491.32,928.82,1801.29,,
PE,2607802,Itaquitinga,15.692,8.341.492,22.757.605,29.813.279,7.055.674,531.58,1450.27,1899.90,,
PE,2607901,Jaboatão dos Guararapes,644.620,55.867.188,384.313.826,617.299.426,232.985.600,86.67,596.19,957.62,,
PE,2607950,Jaqueira,11.501,6.673.194,14.270.788,18.044.124,3.773.336,580.23,1240.83,1568.92,,
PE,2608008,Jataúba,15.819,8.341.492,16.220.464,21.517.814,5.297.350,527.31,1025.38,1360.25,,
PE,2608057,Jatobá,13.963,8.341.492,12.594.818,18.845.520,6.250.702,597.40,902.01,1349.68,,
PE,2608107,João Alfredo,30.743,11.678.089,24.099.963,30.786.921,6.686.958,379.86,783.92,1001.43,,
PE,2608206,Joaquim Nabuco,15.773,8.341.492,20.270.315,24.975.349,4.705.034,528.85,1285.13,1583.42,,
PE,2608255,Jucati,10.604,6.673.194,11.374.841,16.323.703,4.948.862,629.31,1072.69,1539.39,,
PE,2608305,Jupi,13.705,8.341.492,14.257.283,19.696.428,5.439.145,608.65,1040.30,1437.17,,
PE,2608404,Jurema,14.541,8.341.492,13.944.282,18.331.411,4.387.129,573.65,958.96,1260.67,,
PE,2608453,Lagoa do Carro,16.007,8.341.492,14.838.823,18.236.891,3.398.068,521.12,927.02,1139.31,,
PE,2608503,Lagoa do Itaenga,20.659,10.009.791,24.376.089,28.845.091,4.469.002,484.52,1179.93,1396.25,,
PE,2608602,Lagoa do Ouro,12.132,6.673.194,15.474.254,19.296.615,3.822.361,550.05,1275.49,1590.56,,
PE,2608701,Lagoa dos Gatos,15.615,8.341.492,16.349.064,19.226.061,2.876.997,534.20,1047.01,1231.26,,
PE,2608750,Lagoa Grande,22.760,10.047.687,20.958.449,28.891.770,7.933.321,441.46,920.85,1269.41,,
PE,2608800,Lajedo,36.628,13.346.387,27.958.696,42.254.963,14.296.267,364.38,763.31,1153.62,,
PE,2608909,Limoeiro,55.439,18.351.283,38.050.604,53.832.773,15.782.169,331.02,686.35,971.03,,
PE,2609006,Macaparana,23.925,11.678.089,21.994.720,28.151.741,6.157.021,488.11,919.32,1176.67,,
PE,2609105,Machados,13.596,6.673.194,10.853.771,15.978.609,5.124.838,490.82,798.31,1175.24,,
PE,2609154,Manari,18.083,10.009.791,16.815.908,23.182.385,6.366.477,553.55,929.93,1282.00,,
PE,2609204,Maraial,12.230,6.673.194,13.412.009,17.800.895,4.388.886,545.64,1096.65,1455.51,,
PE,2609303,Mirandiba,14.308,8.341.492,12.357.672,16.591.992,4.234.320,582.99,863.69,1159.63,,
PE,2609402,Moreno,56.696,18.351.283,39.170.889,64.301.645,25.130.756,323.68,690.89,1134.15,,
PE,2609501,Nazaré da Mata,30.796,11.678.089,23.577.117,31.597.643,8.020.526,379.21,765.59,1026.03,,
PE,2609600,Olinda,377.779,55.867.188,230.899.012,340.964.483,110.065.471,147.88,611.20,902.55,,
PE,2609709,Orobó,22.878,10.009.791,24.603.712,30.682.153,6.078.441,437.53,1075.43,1341.12,,
PE,2609808,Orocó,13.180,8.341.492,15.353.435,20.620.431,5.266.996,632.89,1164.90,1564.52,,
PE,2609907,Ouricuri,64.358,20.019.581,41.343.307,60.794.928,19.451.621,311.07,642.40,944.64,,
PE,2610004,Palmares,59.526,18.263.521,51.980.500,78.405.089,26.424.589,306.82,873.24,1317.16,,
PE,2610103,Palmeirina,8.189,5.004.895,11.353.533,12.452.328,1.098.795,611.17,1386.44,1520.62,,
PE,2610202,Panelas,25.645,11.800.193,22.752.793,32.934.000,10.181.207,460.14,887.22,1284.23,,
PE,2610301,Paranatama,11.001,6.673.194,12.691.218,17.105.547,4.414.329,606.60,1153.64,1554.91,,
PE,2610400,Parnamirim,20.224,10.009.791,24.644.119,26.917.627,2.273.508,494.95,1218.56,1330.97,,
PE,2610509,Passira,28.628,11.811.731,24.654.738,32.110.034,7.455.296,412.59,861.21,1121.63,,
PE,2610608,Paudalho,51.357,16.682.984,38.050.898,48.066.410,10.015.512,324.84,740.91,935.93,,
PE,2610707,Paulista,300.466,55.867.188,166.843.079,246.104.190,79.261.111,185.94,555.28,819.08,,
PE,2610806,Pedra,20.944,10.009.791,22.351.009,25.774.768,3.423.759,477.93,1067.18,1230.65,,
PE,2610905,Pesqueira,62.931,20.019.581,39.360.200,62.079.789,22.719.589,318.12,625.45,986.47,,
PE,2611002,Petrolândia,32.492,13.346.387,45.166.288,68.754.279,23.587.991,410.76,1390.07,2116.04,,
PE,2611101,Petrolina,293.962,55.867.188,221.493.605,317.695.198,96.201.593,190.05,753.48,1080.74,,
PE,2611200,Poção,11.242,6.673.193,10.886.893,14.195.520,3.308.627,593.59,968.41,1262.72,,
PE,2611309,Pombos,24.046,10.124.341,27.780.343,28.644.657,864.314,421.04,1155.30,1191.24,,
PE,2611408,Primavera,13.439,6.673.194,0,15.792.396,15.792.396,496.55,0.00,1175.12,,
PE,2611507,Quipapá,24.186,11.678.089,22.185.103,29.732.873,7.547.770,482.84,917.27,1229.34,,
PE,2611533,Quixaba,6.739,5.004.895,7.913.995,11.740.379,3.826.384,742.68,1174.36,1742.15,,
PE,2611606,Recife,1.537.704,307.503.712,1.445.209.553,2.531.927.555,1.086.718.002,199.98,939.85,1646.56,,
PE,2611705,Riacho das Almas,19.162,10.009.791,18.503.431,24.641.814,6.138.383,522.38,965.63,1285.97,,
PE,2611804,Ribeirão,44.439,15.014.686,34.318.379,47.924.951,13.606.572,337.87,772.26,1078.44,,
PE,2611903,Rio Formoso,22.151,10.009.791,26.599.705,36.250.874,9.651.169,451.89,1200.84,1636.53,,
PE,2612000,Sairé,11.240,8.341.641,12.868.593,19.253.726,6.385.133,742.14,1144.89,1712.96,,
PE,2612109,Salgadinho,9.312,5.004.895,9.133.295,11.456.743,2.323.448,537.47,980.81,1230.32,,
PE,2612208,Salgueiro,56.629,18.351.283,37.629.980,59.073.528,21.443.548,324.06,664.50,1043.17,,
PE,2612307,Saloá,15.309,8.341.492,15.441.135,20.428.964,4.987.829,544.88,1008.63,1334.44,,
PE,2612406,Sanharó,21.955,10.009.791,16.132.666,23.447.505,7.314.839,455.92,734.81,1067.98,,
PE,2612455,Santa Cruz,13.594,8.341.492,14.874.974,22.456.339,7.581.365,613.62,1094.23,1651.93,,
PE,2612471,Santa Cruz da Baixa Verde,11.768,6.673.194,10.493.055,15.126.078,4.633.023,567.06,891.66,1285.36,,
PE,2612505,Santa Cruz do Capibaribe,87.582,21.687.880,51.194.179,71.347.188,20.153.009,247.63,584.53,814.63,,
PE,2612554,Santa Filomena,13.371,8.391.492,13.593.735,20.682.213,7.088.478,627.59,1016.66,1546.80,,
PE,2612604,Santa Maria da Boa Vista,39.435,15.186.511,33.354.301,45.793.884,12.439.583,385.10,845.80,1161.25,,
PE,2612703,Santa Maria do Cambucá,13.021,6.673.194,11.289.661,16.079.146,4.789.485,512.49,867.03,1234.86,,
PE,2612802,Santa Terezinha,10.991,5.004.895,9.368.713,12.835.644,3.466.931,455.36,852.40,1167.83,,
PE,2612901,São Benedito do Sul,13.941,6.673.194,10.738.061,15.219.007,4.480.946,478.67,770.25,1091.67,,
PE,2613008,São Bento do Una,53.242,16.682.984,34.157.650,46.996.301,12.838.651,313.34,641.55,882.69,,
PE,2613107,São Caitano,35.274,13.346.387,25.629.864,33.511.982,7.882.118,378.36,726.59,950.05,,
PE,2613206,São João,21.312,10.009.791,18.966.113,26.879.927,7.913.814,469.68,889.93,1261.26,,
PE,2613305,São Joaquim do Monte,20.488,10.009.791,21.583.710,25.950.407,4.366.697,488.57,1053.48,1266.61,,
PE,2613404,São José da Coroa Grande,18.180,10.009.791,15.743.415,24.357.245,8.613.830,550.59,865.97,1339.78,,
PE,2613503,São José do Belmonte,32.617,13.346.387,25.905.762,33.424.492,7.518.730,409.18,794.24,1024.76,,
PE,2613602,São José do Egito,31.829,13.346.387,28.139.065,36.499.987,8.360.922,419.32,884.07,1146.75,,
PE,2613701,São Lourenço da Mata,102.895,25.024.476,57.499.856,87.456.979,29.957.123,243.20,558.82,849.96,,
PE,2613800,São Vicente Ferrer,17.000,10.009.790,18.572.265,23.172.404,4.600.139,588.81,1092.49,1363.08,,
PE,2613909,Serra Talhada,79.232,21.687.880,49.369.083,75.017.525,25.648.442,273.73,623.10,946.81,,
PE,2614006,Serrita,18.331,10.009.791,20.782.958,27.418.173,6.635.215,546.06,1133.76,1495.73,,
PE,2614105,Sertânia,33.787,13.346.387,27.592.905,43.698.098,16.105.193,395.02,816.67,1293.34,,
PE,2614204,Sirinhaém,40.296,15.014.686,33.018.234,45.031.537,12.013.303,372.61,819.39,1117.52,,
PE,2614303,Moreilândia,11.132,6.673.194,15.154.862,18.110.728,2.955.866,599.46,1361.38,1626.91,,
PE,2614402,Solidão,5.744,5.004.895,7.353.897,11.285.006,3.931.109,871.33,1280.27,1964.66,,
PE,2614501,Surubim,58.515,18.351.283,38.092.441,57.307.943,19.215.502,313.62,650.99,979.37,,
PE,2614600,Tabira,26.427,11.678.089,21.487.688,26.256.522,4.768.834,441.90,813.10,993.55,,
PE,2614709,Tacaimbó,12.725,6.673.194,10.812.525,14.781.922,3.969.397,524.42,849.71,1161.64,,
PE,2614808,Tacaratu,22.068,10.009.791,15.778.294,22.014.233,6.235.939,453.59,714.99,997.56,,
PE,2614857,Tamandaré,20.715,10.009.792,24.781.592,30.025.232,5.243.640,483.21,1196.31,1449.44,,
PE,2615003,Taquaritinga do Norte,24.903,10.009.791,16.922.471,24.322.311,7.399.840,401.95,679.54,976.68,,
PE,2615102,Terezinha,6.737,5.004.895,10.748.694,11.512.241,763.547,742.90,1595.47,1708.81,,
PE,2615201,Terra Nova,9.278,5.005.909,10.100.292,12.537.469,2.437.177,539.55,1088.63,1351.31,,
PE,2615300,Timbaúba,53.825,18.351.283,38.027.739,52.942.226,14.914.487,340.94,706.51,983.60,,
PE,2615409,Toritama,35.554,13.346.387,22.485.277,33.257.583,10.772.306,375.38,632.43,935.41,,
PE,2615508,Tracunhaém,13.055,6.673.194,11.114.491,14.462.937,3.348.446,511.16,851.36,1107.85,,
PE,2615607,Trindade,26.116,11.678.089,25.595.304,32.037.734,6.442.430,447.16,980.06,1226.75,,
PE,2615706,Triunfo,15.006,8.341.492,10.440.117,21.534.611,11.094.494,555.88,695.73,1435.07,,
PE,2615805,Tupanatinga,24.425,10.009.791,19.909.498,29.845.457,9.935.959,409.82,815.13,1221.92,,
PE,2615904,Tuparetama,7.925,5.004.895,12.734.709,12.646.508,-88.201,631.53,1606.90,1595.77,,
PE,2616001,Venturosa,16.052,8.341.492,15.034.980,20.526.972,5.491.992,519.65,936.64,1278.78,,
PE,2616100,Verdejante,9.142,7.794.034,13.826.799,19.255.521,5.428.722,852.55,1512.45,2106.27,,
PE,2616183,Vertente do Lério,7.873,5.004.895,8.519.130,12.677.994,4.158.864,635.70,1082.07,1610.31,,
PE,2616209,Vertentes,18.222,10.009.791,16.218.600,22.770.641,6.552.041,549.32,890.06,1249.62,,
PE,2616308,Vicência,30.732,11.678.089,23.300.175,34.051.443,10.751.268,380.00,758.17,1108.01,,
PE,2616407,Vitória de Santo Antão,129.974,28.361.073,79.530.785,111.918.264,32.387.479,218.21,611.90,861.08,,
PE,2616506,Xexéu,14.093,7.992.624,18.457.566,21.401.027,2.943.461,567.13,1309.70,1518.56,,
PI,2200053,Acauã,6.749,3.829.601,6.353.571,8.168.031,1.814.460,567.43,941.41,1210.26,,
PI,2200103,Agricolândia,5.098,3.829.601,4.687.259,5.882.072,1.194.813,751.20,919.43,1153.80,,
PI,2200202,Água Branca,16.451,6.382.669,12.740.795,20.583.104,7.842.309,387.98,774.47,1251.18,,
PI,2200251,Alagoinha do Piauí,7.341,3.821.170,4.838.788,7.902.750,3.063.962,520.52,659.15,1076.52,,
PI,2200277,Alegrete do Piauí,5.153,3.829.601,4.521.706,7.651.570,3.129.864,743.18,877.49,1484.88,,
PI,2200301,Alto Longá,13.646,6.340.589,10.629.252,14.682.357,4.053.105,464.65,778.93,1075.95,,
PI,2200400,Altos,38.822,11.488.803,26.495.145,31.886.663,5.391.518,295.94,682.48,821.36,,
PI,2200459,Alvorada do Gurguéia,5.050,3.829.601,5.608.794,7.776.088,2.167.294,758.34,1110.65,1539.82,,
PI,2200509,Amarante,17.135,7.659.202,15.156.570,17.146.891,1.990.321,446.99,884.54,1000.69,,
PI,2200608,Angical do Piauí,6.672,1.280.942,1.773.529,2.691.562,918.033,191.99,265.82,403.41,,
PI,2200707,Anísio de Abreu,9.098,7.794.034,13.826.799,19.255.521,5.428.722,856.68,1519.76,2116.46,,
PI,2200806,Antônio Almeida,3.039,7.794.034,13.826.799,19.255.521,5.428.722,2564.67,4549.79,6336.14,,
PI,2200905,Aroazes,5.779,3.829.601,6.325.576,8.106.217,1.780.641,662.68,1094.58,1402.70,,
PI,2200954,Aroeiras de Itaim,2.440,3.829.601,3.476.066,5.287.283,1.811.217,1569.51,1424.62,2166.92,,
PI,2201002,Arraial,4.688,3.829.601,4.536.153,7.301.626,2.765.473,816.89,967.61,1557.51,,
PI,2201051,Assunção do Piauí,7.503,3.829.601,6.902.498,10.087.720,3.185.222,510.41,919.97,1344.49,,
PI,2201101,Avelino Lopes,11.067,5.106.135,7.077.873,11.154.959,4.077.086,461.38,639.55,1007.95,,
PI,2201150,Baixa Grande do Ribeiro,10.516,5.106.135,9.709.751,17.275.801,7.566.050,485.56,923.33,1642.81,,
PI,2201176,Barra D'Alcântara,3.852,7.794.034,13.826.799,19.255.521,5.428.722,2023.37,3589.51,4998.84,,
PI,2201200,Barras,44.850,10.989.352,31.462.963,36.592.488,5.129.525,245.02,701.52,815.89,,
PI,2201309,Barreiras do Piauí,3.234,1.584.548,1.916.912,2.551.078,634.166,489.97,592.74,788.83,,
PI,2201408,Barro Duro,6.607,3.829.601,5.213.794,7.863.310,2.649.516,579.63,789.13,1190.15,,
PI,2201507,Batalha,25.774,8.935.736,19.081.979,28.219.326,9.137.347,346.70,740.36,1094.88,,
PI,2201556,Bela Vista do Piauí,3.778,3.829.601,4.814.940,6.434.518,1.619.578,1013.66,1274.47,1703.15,,
PI,2201572,Belém do Piauí,3.284,3.829.601,3.635.883,6.014.698,2.378.815,1166.14,1107.15,1831.52,,
PI,2201606,Beneditinos,9.911,3.829.601,7.181.861,10.226.225,3.044.364,386.40,724.64,1031.81,,
PI,2201705,Bertolínia,5.319,7.794.034,13.826.799,19.255.521,5.428.722,1465.32,2599.51,3620.14,,
PI,2201739,Betânia do Piauí,6.015,3.829.601,5.414.959,8.772.200,3.357.241,636.68,900.24,1458.39,,
PI,2201770,Boa Hora,6.296,3.829.601,5.351.202,8.522.190,3.170.988,608.26,849.94,1353.59,,
PI,2201804,Bocaina,4.369,3.829.601,5.126.687,6.534.874,1.408.187,876.54,1173.42,1495.74,,
PI,2201903,Bom Jesus,22.629,7.659.050,17.691.443,24.015.800,6.324.357,338.46,781.80,1061.28,,
PI,2201919,Bom Princípio do Piauí,5.304,3.829.601,6.868.417,8.772.317,1.903.900,722.02,1294.95,1653.91,,
PI,2201929,Bonfim do Piauí,5.393,3.829.601,4.803.942,7.032.798,2.228.856,710.11,890.77,1304.06,,
PI,2201945,Boqueirão do Piauí,6.193,3.829.608,5.232.991,7.476.378,2.243.387,618.38,844.98,1207.23,,
PI,2201960,Brasileira,7.966,3.829.601,5.876.448,8.431.116,2.554.668,480.74,737.69,1058.39,,
PI,2201988,Brejo do Piauí,3.850,3.829.601,4.722.655,7.224.251,2.501.596,994.70,1226.66,1876.43,,
PI,2202000,Buriti dos Lopes,19.074,7.659.202,15.964.008,20.806.864,4.842.856,401.55,836.95,1090.85,,
PI,2202026,Buriti dos Montes,7.974,3.829.601,8.265.522,10.348.796,2.083.274,480.26,1036.56,1297.82,,
PI,2202059,Cabeceiras do Piauí,9.928,3.829.601,8.288.433,9.995.047,1.706.614,385.74,834.85,1006.75,,
PI,2202075,Cajazeiras do Piauí,3.343,3.829.601,3.887.454,6.662.129,2.774.675,1145.56,1162.86,1992.86,,
PI,2202083,Cajueiro da Praia,7.163,3.829.601,5.960.020,9.621.252,3.661.232,534.64,832.06,1343.19,,
PI,2202091,Caldeirão Grande do Piauí,5.671,3.795.815,3.951.265,7.400.983,3.449.718,669.34,696.75,1305.06,,
PI,2202109,Campinas do Piauí,5.408,3.829.601,6.221.165,7.961.633,1.740.468,708.14,1150.36,1472.20,,
PI,2202117,Campo Alegre do Fidalgo,4.693,3.864.407,4.087.057,8.714.260,4.627.203,823.44,870.88,1856.86,,
PI,2202133,Campo Grande do Piauí,5.592,3.829.601,5.188.506,7.754.033,2.565.527,684.84,927.84,1386.63,,
PI,2202174,Campo Largo do Piauí,6.803,3.829.601,6.123.765,7.949.014,1.825.249,562.93,900.16,1168.46,,
PI,2202208,Campo Maior,45.177,11.968.007,27.532.458,39.954.024,12.421.566,264.91,609.44,884.39,,
PI,2202251,Canavieira,3.921,3.829.601,5.076.916,7.238.687,2.161.771,976.69,1294.80,1846.13,,
PI,2202307,Canto do Buriti,20.020,7.659.202,12.765.728,18.692.065,5.926.337,382.58,637.65,933.67,,
PI,2202406,Capitão de Campos,10.953,5.106.135,8.736.949,12.493.023,3.756.074,466.19,797.68,1140.60,,
PI,2202455,Capitão Gervásio Oliveira,3.878,7.794.034,13.826.799,19.255.521,5.428.722,2009.81,3565.45,4965.32,,
PI,2202505,Caracol,10.212,5.106.135,8.284.044,11.617.379,3.333.335,500.01,811.21,1137.62,,
PI,2202539,Caraúbas do Piauí,5.525,3.829.601,5.232.262,7.890.720,2.658.458,693.14,947.02,1428.18,,
PI,2202554,Caridade do Piauí,4.826,3.829.601,5.503.241,9.078.522,3.575.281,793.54,1140.33,1881.17,,
PI,2202604,Castelo do Piauí,18.336,7.659.202,14.211.684,20.780.862,6.569.178,417.71,775.07,1133.34,,
PI,2202653,Caxingó,5.039,3.829.601,6.464.304,8.329.992,1.865.688,759.99,1282.85,1653.10,,
PI,2202703,Cocal,26.036,8.955.569,18.368.474,24.955.099,6.586.625,343.97,705.50,958.48,,
PI,2202711,Cocal de Telha,4.525,3.829.601,5.148.440,7.085.470,1.937.030,846.32,1137.78,1565.85,,
PI,2202729,Cocal dos Alves,5.572,3.829.601,6.189.698,8.032.100,1.842.402,687.29,1110.86,1441.51,,
PI,2202737,Coivaras,3.811,3.829.601,5.197.105,6.778.990,1.581.885,1004.88,1363.71,1778.80,,
PI,2202752,Colônia do Gurguéia,6.036,3.829.601,5.697.749,8.450.020,2.752.271,634.46,943.96,1399.94,,
PI,2202778,Colônia do Piauí,7.433,3.829.601,6.859.173,9.000.097,2.140.924,515.22,922.80,1210.83,,
PI,2202802,Conceição do Canindé,4.475,3.829.601,4.101.796,6.852.778,2.750.982,855.78,916.60,1531.35,,
PI,2202851,Coronel José Dias,4.541,7.794.034,13.826.799,19.255.521,5.428.722,1716.37,3044.88,4240.37,,
PI,2202901,Corrente,25.407,8.935.736,19.956.623,27.246.877,7.290.254,351.70,785.48,1072.42,,
PI,2203008,Cristalândia do Piauí,7.831,3.864.407,6.637.968,8.858.604,2.220.636,493.48,847.65,1131.22,,
PI,2203107,Cristino Castro,9.981,3.829.601,7.513.814,9.864.161,2.350.347,383.69,752.81,988.29,,
PI,2203206,Curimatá,10.761,7.794.034,13.826.799,19.255.521,5.428.722,724.29,1284.90,1789.38,,
PI,2203230,Currais,4.704,7.794.034,13.826.799,19.255.521,5.428.722,1656.89,2939.37,4093.44,,
PI,2203255,Curralinhos,4.183,3.829.501,5.076.402,7.524.924,2.448.522,915.49,1213.58,1798.93,,
PI,2203271,Curral Novo do Piauí,4.869,3.829.619,4.482.523,7.913.151,3.430.628,786.53,920.62,1625.21,,
PI,2203305,Demerval Lobão,13.278,5.106.135,7.929.444,11.014.291,3.084.847,384.56,597.19,829.51,,
PI,2203354,Dirceu Arcoverde,6.675,7.794.034,13.826.799,19.255.521,5.428.722,1167.65,2071.43,2884.72,,
PI,2203404,Dom Expedito Lopes,6.569,3.829.601,4.643.365,7.696.299,3.052.934,582.98,706.86,1171.61,,
PI,2203420,Domingos Mourão,4.264,3.568.118,5.405.738,7.097.553,1.691.815,836.80,1267.76,1664.53,,
PI,2203453,Dom Inocêncio,9.245,5.106.135,9.229.955,10.848.870,1.618.915,552.31,998.37,1173.49,,
PI,2203503,Elesbão Veloso,14.512,6.382.669,11.683.035,14.069.334,2.386.299,439.82,805.06,969.50,,
PI,2203602,Eliseu Martins,4.665,7.794.034,13.826.799,19.255.521,5.428.722,1670.75,2963.94,4127.66,,
PI,2203701,Esperantina,37.767,11.488.803,27.045.612,34.392.605,7.346.993,304.20,716.12,910.65,,
PI,2203750,Fartura do Piauí,5.074,3.829.601,4.909.628,7.287.576,2.377.948,754.75,967.61,1436.26,,
PI,2203800,Flores do Piauí,4.366,3.829.601,4.648.127,6.795.732,2.147.605,877.14,1064.62,1556.51,,
PI,2203859,Floresta do Piauí,2.482,3.829.601,4.101.664,5.951.592,1.849.928,1542.95,1652.56,2397.90,,
PI,2203909,Floriano,57.690,14.041.871,58.043.998,72.440.978,14.396.980,243.40,1006.14,1255.69,,
PI,2204006,Francinópolis,5.235,3.829.601,4.660.413,6.731.105,2.070.692,731.54,890.24,1285.79,,
PI,2204105,Francisco Ayres,4.477,3.829.601,4.893.713,6.794.803,1.901.090,855.39,1093.08,1517.71,,
PI,2204154,Francisco Macedo,2.879,3.829.601,3.627.609,5.675.705,2.048.096,1330.18,1260.02,1971.42,,
PI,2204204,Francisco Santos,8.592,3.829.601,5.784.171,9.035.463,3.251.292,445.72,673.20,1051.61,,
PI,2204303,Fronteiras,11.117,5.106.135,9.337.914,19.786.817,10.448.903,459.31,839.97,1779.87,,
PI,2204352,Geminiano,5.475,3.829.601,5.869.279,7.382.063,1.512.784,699.47,1072.01,1348.32,,
PI,2204402,Gilbués,10.402,5.106.135,9.569.228,12.940.596,3.371.368,490.88,919.94,1244.05,,
PI,2204501,Guadalupe,10.268,3.829.601,12.907.701,21.100.960,8.193.259,372.96,1257.08,2055.02,,
PI,2204550,Guaribas,4.401,3.829.601,6.039.957,8.892.177,2.852.220,870.17,1372.41,2020.49,,
PI,2204600,Hugo Napoleão,3.771,3.829.601,4.195.412,6.432.182,2.236.770,1015.54,1112.55,1705.70,,
PI,2204659,Ilha Grande,8.914,3.829.601,7.169.282,9.620.104,2.450.822,429.62,804.27,1079.21,,
PI,2204709,Inhuma,14.845,6.382.669,11.404.982,15.172.265,3.767.283,429.95,768.27,1022.05,,
PI,2204808,Ipiranga do Piauí,9.327,3.829.601,6.142.952,8.812.027,2.669.075,410.59,658.62,944.79,,
PI,2204907,Isaías Coelho,8.221,2.394.562,4.478.057,5.836.354,1.358.297,291.27,544.71,709.93,,
PI,2205003,Itainópolis,11.109,5.106.135,7.397.443,12.864.977,5.467.534,459.64,665.90,1158.07,,
PI,2205102,Itaueira,10.678,5.108.193,9.345.776,12.630.092,3.284.316,478.38,875.24,1182.81,,
PI,2205151,Jacobina do Piauí,5.722,3.829.601,5.477.220,8.125.022,2.647.802,669.28,957.22,1419.96,,
PI,2205201,Jaicós,18.035,7.659.202,13.875.438,20.165.821,6.290.383,424.69,769.36,1118.15,,
PI,2205250,Jardim do Mulato,4.309,3.829.601,4.322.627,6.323.452,2.000.825,888.74,1003.16,1467.50,,
PI,2205276,Jatobá do Piauí,4.656,3.829.601,5.524.682,8.076.790,2.552.108,822.51,1186.57,1734.71,,
PI,2205300,Jerumenha,4.390,3.829.601,3.477.081,7.010.881,3.533.800,872.35,792.05,1597.01,,
PI,2205359,João Costa,2.960,3.829.601,4.602.354,6.901.204,2.298.850,1293.78,1554.85,2331.49,,
PI,2205409,Joaquim Pires,13.817,6.382.669,10.436.661,15.163.201,4.726.540,461.94,755.35,1097.43,,
